Epoch: 0, training loss: 0.2354, eval acc: 0.0557
Epoch: 50, training loss: 0.0692, eval acc: 0.9878
Epoch: 51, training loss: 0.0695, eval acc: 0.9918
Epoch: 52, training loss: 0.0689, eval acc: 0.9905
Epoch: 53, training loss: 0.0665, eval acc: 0.9959
Epoch: 54, training loss: 0.0663, eval acc: 0.9932
Epoch: 55, training loss: 0.0662, eval acc: 0.9959
Epoch: 56, training loss: 0.0657, eval acc: 0.9959
Epoch: 57, training loss: 0.0650, eval acc: 0.9959
Epoch: 58, training loss: 0.0638, eval acc: 0.9973
Epoch: 59, training loss: 0.0637, eval acc: 0.9959
Epoch: 60, training loss: 0.0628, eval acc: 0.9959
Epoch: 61, training loss: 0.0624, eval acc: 0.9973
Epoch: 62, training loss: 0.0622, eval acc: 0.9986
Epoch: 63, training loss: 0.0611, eval acc: 1.0000
Epoch: 64, training loss: 0.0605, eval acc: 0.9986
Epoch: 65, training loss: 0.0599, eval acc: 0.9973
Epoch: 66, training loss: 0.0588, eval acc: 0.9959
Epoch: 67, training loss: 0.0591, eval acc: 0.9986
Epoch: 68, training loss: 0.0584, eval acc: 1.0000
Epoch: 69, training loss: 0.0575, eval acc: 1.0000
Epoch: 70, training loss: 0.0576, eval acc: 1.0000
Epoch: 71, training loss: 0.0565, eval acc: 1.0000
Epoch: 72, training loss: 0.0563, eval acc: 1.0000
Epoch: 73, training loss: 0.0562, eval acc: 1.0000
Epoch: 74, training loss: 0.0552, eval acc: 1.0000
Epoch: 75, training loss: 0.0551, eval acc: 1.0000
Epoch: 76, training loss: 0.0560, eval acc: 1.0000
Epoch: 77, training loss: 0.0541, eval acc: 1.0000
Epoch: 78, training loss: 0.0545, eval acc: 1.0000
Epoch: 79, training loss: 0.0529, eval acc: 1.0000
Epoch: 80, training loss: 0.0534, eval acc: 1.0000
Epoch: 81, training loss: 0.0526, eval acc: 1.0000
Epoch: 82, training loss: 0.0519, eval acc: 1.0000
Epoch: 83, training loss: 0.0524, eval acc: 1.0000
Epoch: 84, training loss: 0.0517, eval acc: 1.0000
Epoch: 85, training loss: 0.0512, eval acc: 1.0000
Epoch: 86, training loss: 0.0502, eval acc: 1.0000
Epoch: 87, training loss: 0.0500, eval acc: 1.0000
Epoch: 88, training loss: 0.0501, eval acc: 1.0000
Epoch: 89, training loss: 0.0486, eval acc: 1.0000
Epoch: 90, training loss: 0.0492, eval acc: 1.0000
Epoch: 91, training loss: 0.0486, eval acc: 1.0000
Epoch: 92, training loss: 0.0491, eval acc: 1.0000
Epoch: 93, training loss: 0.0483, eval acc: 1.0000
Epoch: 94, training loss: 0.0474, eval acc: 1.0000
Epoch: 95, training loss: 0.0479, eval acc: 1.0000
Epoch: 96, training loss: 0.0471, eval acc: 1.0000
Epoch: 97, training loss: 0.0468, eval acc: 1.0000
Epoch: 98, training loss: 0.0456, eval acc: 1.0000
Epoch: 99, training loss: 0.0465, eval acc: 1.0000
