Epoch: 0, training loss: 0.0899, eval acc: 0.2367
Epoch: 86, training loss: 0.0126, eval acc: 0.9140
Epoch: 87, training loss: 0.0125, eval acc: 0.9143
Epoch: 88, training loss: 0.0125, eval acc: 0.9145
Epoch: 89, training loss: 0.0124, eval acc: 0.9148
Epoch: 90, training loss: 0.0124, eval acc: 0.9149
Epoch: 91, training loss: 0.0124, eval acc: 0.9150
Epoch: 92, training loss: 0.0123, eval acc: 0.9154
Epoch: 93, training loss: 0.0123, eval acc: 0.9158
Epoch: 94, training loss: 0.0123, eval acc: 0.9161
Epoch: 95, training loss: 0.0122, eval acc: 0.9164
Epoch: 96, training loss: 0.0122, eval acc: 0.9166
Epoch: 97, training loss: 0.0122, eval acc: 0.9166
Epoch: 98, training loss: 0.0121, eval acc: 0.9169
Epoch: 99, training loss: 0.0121, eval acc: 0.9172
