Epoch: 0, training loss: 1.9968, eval acc: 0.7367
Epoch: 60, training loss: 1.4793, eval acc: 0.9695
Epoch: 61, training loss: 1.4789, eval acc: 0.9702
Epoch: 62, training loss: 1.4787, eval acc: 0.9704
Epoch: 63, training loss: 1.4784, eval acc: 0.9706
Epoch: 64, training loss: 1.4781, eval acc: 0.9708
Epoch: 65, training loss: 1.4778, eval acc: 0.9708
Epoch: 66, training loss: 1.4776, eval acc: 0.9709
Epoch: 67, training loss: 1.4774, eval acc: 0.9708
Epoch: 68, training loss: 1.4771, eval acc: 0.9707
Epoch: 69, training loss: 1.4769, eval acc: 0.9709
Epoch: 70, training loss: 1.4767, eval acc: 0.9711
Epoch: 71, training loss: 1.4765, eval acc: 0.9711
Epoch: 72, training loss: 1.4763, eval acc: 0.9711
Epoch: 73, training loss: 1.4761, eval acc: 0.9712
Epoch: 74, training loss: 1.4758, eval acc: 0.9714
Epoch: 75, training loss: 1.4756, eval acc: 0.9714
Epoch: 76, training loss: 1.4754, eval acc: 0.9714
Epoch: 77, training loss: 1.4752, eval acc: 0.9715
Epoch: 78, training loss: 1.4750, eval acc: 0.9715
Epoch: 79, training loss: 1.4749, eval acc: 0.9715
Epoch: 80, training loss: 1.4747, eval acc: 0.9717
Epoch: 81, training loss: 1.4745, eval acc: 0.9715
Epoch: 82, training loss: 1.4744, eval acc: 0.9715
Epoch: 83, training loss: 1.4742, eval acc: 0.9717
Epoch: 84, training loss: 1.4741, eval acc: 0.9718
Epoch: 85, training loss: 1.4739, eval acc: 0.9719
Epoch: 86, training loss: 1.4738, eval acc: 0.9719
Epoch: 87, training loss: 1.4737, eval acc: 0.9720
Epoch: 88, training loss: 1.4735, eval acc: 0.9720
Epoch: 89, training loss: 1.4734, eval acc: 0.9722
Epoch: 90, training loss: 1.4732, eval acc: 0.9724
Epoch: 91, training loss: 1.4731, eval acc: 0.9723
Epoch: 92, training loss: 1.4730, eval acc: 0.9722
Epoch: 93, training loss: 1.4728, eval acc: 0.9723
Epoch: 94, training loss: 1.4727, eval acc: 0.9722
Epoch: 95, training loss: 1.4726, eval acc: 0.9722
Epoch: 96, training loss: 1.4724, eval acc: 0.9724
Epoch: 97, training loss: 1.4723, eval acc: 0.9723
Epoch: 98, training loss: 1.4722, eval acc: 0.9725
Epoch: 99, training loss: 1.4721, eval acc: 0.9726
