Epoch: 0, training loss: 2.2972, eval acc: 0.1109
Epoch: 55, training loss: 1.5319, eval acc: 0.9254
Epoch: 56, training loss: 1.5313, eval acc: 0.9257
Epoch: 57, training loss: 1.5308, eval acc: 0.9262
Epoch: 58, training loss: 1.5302, eval acc: 0.9266
Epoch: 59, training loss: 1.5297, eval acc: 0.9270
Epoch: 60, training loss: 1.5291, eval acc: 0.9274
Epoch: 61, training loss: 1.5286, eval acc: 0.9284
Epoch: 62, training loss: 1.5281, eval acc: 0.9289
Epoch: 63, training loss: 1.5276, eval acc: 0.9293
Epoch: 64, training loss: 1.5271, eval acc: 0.9299
Epoch: 65, training loss: 1.5266, eval acc: 0.9302
Epoch: 66, training loss: 1.5261, eval acc: 0.9305
Epoch: 67, training loss: 1.5257, eval acc: 0.9308
Epoch: 68, training loss: 1.5252, eval acc: 0.9312
Epoch: 69, training loss: 1.5247, eval acc: 0.9314
Epoch: 70, training loss: 1.5243, eval acc: 0.9320
Epoch: 71, training loss: 1.5239, eval acc: 0.9321
Epoch: 72, training loss: 1.5234, eval acc: 0.9325
Epoch: 73, training loss: 1.5230, eval acc: 0.9327
Epoch: 74, training loss: 1.5226, eval acc: 0.9329
Epoch: 75, training loss: 1.5222, eval acc: 0.9329
Epoch: 76, training loss: 1.5217, eval acc: 0.9332
Epoch: 77, training loss: 1.5213, eval acc: 0.9334
Epoch: 78, training loss: 1.5209, eval acc: 0.9336
Epoch: 79, training loss: 1.5205, eval acc: 0.9340
Epoch: 80, training loss: 1.5201, eval acc: 0.9344
Epoch: 81, training loss: 1.5197, eval acc: 0.9345
Epoch: 82, training loss: 1.5193, eval acc: 0.9348
Epoch: 83, training loss: 1.5190, eval acc: 0.9351
Epoch: 84, training loss: 1.5186, eval acc: 0.9356
Epoch: 85, training loss: 1.5182, eval acc: 0.9358
Epoch: 86, training loss: 1.5178, eval acc: 0.9360
Epoch: 87, training loss: 1.5175, eval acc: 0.9366
Epoch: 88, training loss: 1.5171, eval acc: 0.9368
Epoch: 89, training loss: 1.5168, eval acc: 0.9370
Epoch: 90, training loss: 1.5164, eval acc: 0.9373
Epoch: 91, training loss: 1.5161, eval acc: 0.9379
Epoch: 92, training loss: 1.5157, eval acc: 0.9380
Epoch: 93, training loss: 1.5154, eval acc: 0.9382
Epoch: 94, training loss: 1.5151, eval acc: 0.9386
Epoch: 95, training loss: 1.5147, eval acc: 0.9389
Epoch: 96, training loss: 1.5144, eval acc: 0.9391
Epoch: 97, training loss: 1.5141, eval acc: 0.9396
Epoch: 98, training loss: 1.5138, eval acc: 0.9401
Epoch: 99, training loss: 1.5135, eval acc: 0.9401
