Epoch: 0, training loss: 2.1786, eval acc: 0.5725
Epoch: 48, training loss: 1.5012, eval acc: 0.9514
Epoch: 49, training loss: 1.5006, eval acc: 0.9518
Epoch: 50, training loss: 1.4999, eval acc: 0.9525
Epoch: 51, training loss: 1.4993, eval acc: 0.9529
Epoch: 52, training loss: 1.4987, eval acc: 0.9531
Epoch: 53, training loss: 1.4981, eval acc: 0.9536
Epoch: 54, training loss: 1.4975, eval acc: 0.9546
Epoch: 55, training loss: 1.4969, eval acc: 0.9552
Epoch: 56, training loss: 1.4963, eval acc: 0.9556
Epoch: 57, training loss: 1.4958, eval acc: 0.9560
Epoch: 58, training loss: 1.4952, eval acc: 0.9565
Epoch: 59, training loss: 1.4947, eval acc: 0.9570
Epoch: 60, training loss: 1.4942, eval acc: 0.9574
Epoch: 61, training loss: 1.4937, eval acc: 0.9577
Epoch: 62, training loss: 1.4932, eval acc: 0.9578
Epoch: 63, training loss: 1.4927, eval acc: 0.9580
Epoch: 64, training loss: 1.4922, eval acc: 0.9582
Epoch: 65, training loss: 1.4917, eval acc: 0.9587
Epoch: 66, training loss: 1.4913, eval acc: 0.9589
Epoch: 67, training loss: 1.4909, eval acc: 0.9594
Epoch: 68, training loss: 1.4905, eval acc: 0.9596
Epoch: 69, training loss: 1.4901, eval acc: 0.9597
Epoch: 70, training loss: 1.4897, eval acc: 0.9601
Epoch: 71, training loss: 1.4893, eval acc: 0.9605
Epoch: 72, training loss: 1.4889, eval acc: 0.9609
Epoch: 73, training loss: 1.4886, eval acc: 0.9614
Epoch: 74, training loss: 1.4882, eval acc: 0.9620
Epoch: 75, training loss: 1.4879, eval acc: 0.9622
Epoch: 76, training loss: 1.4876, eval acc: 0.9625
Epoch: 77, training loss: 1.4872, eval acc: 0.9626
Epoch: 78, training loss: 1.4869, eval acc: 0.9626
Epoch: 79, training loss: 1.4866, eval acc: 0.9631
Epoch: 80, training loss: 1.4864, eval acc: 0.9634
Epoch: 81, training loss: 1.4861, eval acc: 0.9636
Epoch: 82, training loss: 1.4858, eval acc: 0.9639
Epoch: 83, training loss: 1.4856, eval acc: 0.9641
Epoch: 84, training loss: 1.4853, eval acc: 0.9644
Epoch: 85, training loss: 1.4850, eval acc: 0.9644
Epoch: 86, training loss: 1.4848, eval acc: 0.9643
Epoch: 87, training loss: 1.4846, eval acc: 0.9646
Epoch: 88, training loss: 1.4843, eval acc: 0.9646
Epoch: 89, training loss: 1.4841, eval acc: 0.9645
Epoch: 90, training loss: 1.4839, eval acc: 0.9648
Epoch: 91, training loss: 1.4836, eval acc: 0.9648
Epoch: 92, training loss: 1.4834, eval acc: 0.9648
Epoch: 93, training loss: 1.4832, eval acc: 0.9650
Epoch: 94, training loss: 1.4830, eval acc: 0.9652
Epoch: 95, training loss: 1.4828, eval acc: 0.9653
Epoch: 96, training loss: 1.4826, eval acc: 0.9655
Epoch: 97, training loss: 1.4824, eval acc: 0.9657
Epoch: 98, training loss: 1.4822, eval acc: 0.9660
Epoch: 99, training loss: 1.4820, eval acc: 0.9664
